Date,Label,Account ID,Campaign ID,Adgroup ID,Keyword ID,Publisher,Account Name,*Campaign Name,Ad Group Name,Keyword,Focus Word *,Industry*,Device Type*,Impressions,Cost Per Click,Cost,Click Count,Total Unreconciled Publisher Lead Revenue ,Total Publisher Clickout Revenue ,Leads,Clickouts,Lead Users ,Lead request Users 
10/7/2018,,15289535694506,87276056643970,37966039875393,5864763971765,Google,Edu - Google,Edu - Medical/Lab (Mobile),Medical/Lab - Certification,+med.tech certification exam,Medical/Lab,Edu,#NAME?,"83,033.00",$0.73 ,$0.89 ,52,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,88778827384919,19069443392843,51347301043695,93777180877659,Google,Edu - Google,Edu - Parole.Officer (Mobile),Parole.Officer - Become,+parole.officer job requirements,Parole.Officer,Edu,#NAME?,"78,181.00",$0.65 ,$0.89 ,350,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,43836843027868,62259669276105,39714661611378,22696442256061,Google,Edu - Google,Edu - Phlebotomy (Mobile),Phlebotomy - Classes,+phlebotomy pay,Phlebotomy,Edu,#NAME?,"68,765.00",$0.17 ,$0.89 ,75,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,32783746349413,33654749714437,36626026860329,46676971182460,Google,Edu - Google,Edu - Prison (Mobile),Prison - Be/Become,how to work in a +prison,Prison,Edu,#NAME?,"70,354.00",$0.49 ,$0.89 ,140,$8.54 ,$2.14 ,1,1,1,1
10/7/2018,,17699531726751,10926531531954,44040245340283,48819811367315,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Become,+become +respiratory.therapist,Respiratory.Therapist,Edu,#NAME?,"96,441.00",$0.00 ,$0.89 ,147,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,54262994936340,91116848963536,67577577767373,60594223465173,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Schools,how long does +respiratory.therapist school take,Respiratory.Therapist,Edu,#NAME?,"15,511.00",$0.44 ,$0.89 ,194,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,82282128590103,27876138279690,88266243327288,8795879764400,Google,Edu - Google,Edu - Vet.Tech (Desktop),Vet.Tech - Schools,+vet.tech Online courses,Vet.Tech,Edu,#VALUE!,"73,333.00",$0.12 ,$0.89 ,458,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,16995262628417,11789228726717,29902010945011,35130625970476,Bing,Car - Bing,Car - Auto (Desktop),Auto - Cheap,best rates +auto.insurance,Auto,Car,#VALUE!,"26,395.00",$0.81 ,$0.88 ,395,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,51451456932333,34823050147568,12393529103485,50570614206328,Bing,Car - Bing,Car - Suspended (Desktop),Suspended - General,+suspended license insurance coverage,Suspended,Car,#VALUE!,"95,758.00",$0.65 ,$0.88 ,108,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,27118737381270,68431541442946,89049030196148,54659155033819,Bing,Edu - Bing,Edu - Correctional (Desktop),Correctional - Classes,nys +corrections exam list,Correctional,Edu,#VALUE!,"77,318.00",$0.84 ,$0.88 ,90,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,43683278267853,29767286249073,24604918617166,9420139456006,Bing,Lif - Bing,Lif - Family (Desktop),Family -  Best,best +family life insurance,Family,Lif,#VALUE!,"17,217.00",$0.02 ,$0.88 ,136,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,8077082388465,83504767647311,13986752179034,24560885035168,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,+CNA Classes in kansas city,CNA,Edu,#NAME?,"28,270.00",$0.25 ,$0.88 ,265,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,34950493745642,39448773036826,1888782412668,44583403639373,Google,Edu - Google,Edu - Paralegal (Desktop),Paralegal - Become,become a +paralegal online,Paralegal,Edu,#VALUE!,"36,146.00",$0.47 ,$0.88 ,51,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,77761915288346,77974312818182,52038422528664,89257302280967,Google,Edu - Google,Edu - Paralegal (Mobile),Paralegal - Certificate,getting a +paralegal certificate,Paralegal,Edu,#NAME?,"65,100.00",$0.54 ,$0.88 ,495,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,87481349243880,84944877636187,85962149934889,7510401231343,Google,Edu - Google,Edu - Prison (Desktop),Prison - Be/Become,+how do i become a +prison.officer,Prison,Edu,#VALUE!,"9,015.00",$0.40 ,$0.88 ,344,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,43433364044098,78504514252025,31085472977273,6879330078814,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Schools,schools with +respiratory.therapy programs,Respiratory.Therapist,Edu,#NAME?,"46,799.00",$0.83 ,$0.88 ,126,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,78566589287887,4441768323411,73672175296217,32120384289478,Google,Edu - Google,Edu - Security (Mobile),Security - Guard Training,classes for +security license,Security,Edu,#NAME?,"23,444.00",$0.79 ,$0.88 ,77,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,63983122811835,32803049290393,20589982465215,14019251274888,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Certification,tech in +surgery certification,Surgical,Edu,#NAME?,"73,257.00",$0.95 ,$0.88 ,270,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,61232923474553,34731544805499,18431893829447,28971438085779,Google,Edu - Google,Edu - Vet.Tech (Desktop),Vet.Tech - Programs,+veterinary assistant +Programs cost,Vet.Tech,Edu,#VALUE!,"56,297.00",$0.87 ,$0.88 ,282,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,76589379903879,63368949278119,36205310223777,43642648700441,Google,Edu - Google,Edu - Vet.Tech (Desktop),Vet.Tech - Programs,online +veterinary certificate programs,Vet.Tech,Edu,#VALUE!,"43,230.00",$0.80 ,$0.88 ,367,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,51190682611075,88182720292714,42814760794833,22108176803216,Google,Lif - Google,Lif - Illness (Desktop),Illness - Cover,what is +covered by critical +illness insurance,Illness,Lif,#VALUE!,"13,936.00",$0.28 ,$0.88 ,22,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,2180754165995,54148848400148,39905181463458,6424836031397,Google,Lif - Google,Lif - Life.Insurance (Mobile),Life Insurance - Best,+best +life.insurance rates,Life.Insurance,Lif,#NAME?,"12,249.00",$0.81 ,$0.88 ,255,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,87063066004288,19787052609130,42095279841210,82312226215156,Google,Lif - Google,Lif - Senior (Mobile),Senior - General,+senior life,Senior,Lif,#NAME?,"40,618.00",$0.05 ,$0.88 ,112,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,63091702275916,56906744086924,69865573553119,57381999363867,Google,Lif - Google,Lif - Term (Desktop),Term - Best,best +term life insurance rates,Term,Lif,#VALUE!,"10,370.00",$0.19 ,$0.88 ,305,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,310398369380,24094971603377,30187414106163,33901081148596,Bing,Edu - Bing,Edu - Border.Patrol (Mobile),Border.Patrol - Become,requirements to become a +border.patrol agent,Border.Patrol,Edu,#NAME?,"72,198.00",$0.89 ,$0.87 ,409,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,16217275328046,69676928569857,46865394023215,60038796412852,Google,Edu - Google,Edu - Anesthesia (Desktop),Anesthesia - Training,+anesthesiologist education and training,Anesthesia,Edu,#VALUE!,235.00,$0.86 ,$0.87 ,189,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,88702073356675,87155129336237,9900996682430,59506862506493,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,+CNA Classes in iowa,CNA,Edu,#NAME?,"80,310.00",$0.85 ,$0.87 ,220,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,8193792179098,25721802162438,50539017529818,41803559941354,Google,Edu - Google,Edu - Dialysis (Desktop),Dialysis - Classes,pct +dialysis test,Dialysis,Edu,#VALUE!,"69,174.00",$0.54 ,$0.87 ,231,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,15594832530442,29446772575357,49896577388610,59925997055545,Google,Edu - Google,Edu - Dialysis (Mobile),Dialysis - Schools,+dialysis Technician school,Dialysis,Edu,#NAME?,"1,967.00",$0.29 ,$0.87 ,12,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,72335409788115,47683497249756,11900428672873,74203281836331,Google,Edu - Google,Edu - Dialysis (Mobile),Dialysis - Training,+dialysis training center,Dialysis,Edu,#NAME?,"39,131.00",$0.39 ,$0.87 ,131,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,89400463259300,40889876653459,80305456963302,22615794417481,Google,Edu - Google,Edu - Homeland.Security (Desktop),Homeland.Security - College,+dhs training,Homeland.Security,Edu,#VALUE!,"40,690.00",$0.62 ,$0.87 ,168,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,53487181858853,47201752487121,76173472433512,88229677727455,Google,Edu - Google,Edu - Human.Resources (Desktop),Human.Resources - Certification,+hr +certification,Human.Resources,Edu,#VALUE!,"42,826.00",$0.94 ,$0.87 ,155,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,19966710373318,42975712654804,89339398801378,35799701194649,Google,Edu - Google,Edu - Medical/Lab (Mobile),Medical/Lab - Certification,+medical.tech certification Programs,Medical/Lab,Edu,#NAME?,"21,123.00",$0.54 ,$0.87 ,156,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,34754306654639,30183114825176,46469155283273,57668719513856,Google,Edu - Google,Edu - Medical/Lab (Mobile),Medical/Lab - Classes,+mlt associates degree Online,Medical/Lab,Edu,#NAME?,"98,414.00",$0.03 ,$0.87 ,446,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,14403302109458,67917620271650,40017952305650,45972870406050,Google,Edu - Google,Edu - Medical/Lab (Mobile),Medical/Lab - Programs,+medical.lab Programs,Medical/Lab,Edu,#NAME?,"29,885.00",$0.10 ,$0.87 ,287,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,85713301266855,1721956879410,89716463776838,12894500292369,Google,Edu - Google,Edu - Paralegal (Desktop),Paralegal - Certificate,schools with +paralegal programs,Paralegal,Edu,#VALUE!,"7,494.00",$0.61 ,$0.87 ,28,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,61087232322869,171951486024,43131467267647,58614506589382,Google,Edu - Google,Edu - Paralegal (Desktop),Paralegal - Degree,+paralegal school,Paralegal,Edu,#VALUE!,"53,777.00",$0.81 ,$0.87 ,324,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,47698352260797,78020300686731,34222355572558,30242281063268,Google,Edu - Google,Edu - Paralegal (Mobile),Paralegal - Become,become a +paralegal fast,Paralegal,Edu,#NAME?,"73,496.00",$0.69 ,$0.87 ,204,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,32272045560473,64359267325911,89732412373145,71170777438823,Google,Edu - Google,Edu - Prison (Mobile),Prison - Training,+training to become a prison.+officer,Prison,Edu,#NAME?,"2,411.00",$0.03 ,$0.87 ,175,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,3676113355294,9002081565884,35120037504681,38756232167222,Google,Edu - Google,Edu - Real.Estate (Mobile),Real.Estate - License,how long it takes to get +real.estate license,Real.Estate,Edu,#NAME?,"14,270.00",$0.04 ,$0.87 ,112,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,76392942504041,84107393147218,32640650178973,47015248946910,Google,Edu - Google,Edu - Respiratory.Therapist (Desktop),Respiratory.Therapist - Degrees,masters in +respiratory.therapy schools,Respiratory.Therapist,Edu,#VALUE!,"76,089.00",$0.25 ,$0.87 ,162,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,77883931067788,30415464740580,13396434081573,68722513728680,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Schools,+respiratory.therapist +school,Respiratory.Therapist,Edu,#NAME?,"68,365.00",$0.00 ,$0.87 ,346,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,22206958647188,26281265813624,71097030924625,17507646340307,Google,Edu - Google,Edu - Security (Mobile),Security - Guard Training,+security guard license cost,Security,Edu,#NAME?,"17,664.00",$0.21 ,$0.87 ,13,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,64711553639537,7274726575606,66449794300433,28799016960353,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Classes,+surgical tech cost,Surgical,Edu,#NAME?,"93,380.00",$0.53 ,$0.87 ,411,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,30761040147814,465525742515,70700088387006,55996625457528,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Classes,working as a +surgical tech,Surgical,Edu,#NAME?,"29,556.00",$0.45 ,$0.87 ,163,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,43730123867305,69218473480480,28104681928448,92580672360680,Google,Edu - Google,Edu - X-Ray (Mobile),Radiology - Schools,radiology tech programs,X-Ray,Edu,#NAME?,"94,519.00",$0.68 ,$0.87 ,5,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,20346603808122,82197839819361,31145535386863,30182698636838,Bing,Car - Bing,Car - SR-22 (Mobile),SR-22 - General,list of +sr22 auto insurance,SR-22,Car,#NAME?,"29,556.00",$0.15 ,$0.86 ,187,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,23183951472974,88555699717253,62423254914775,85656021647354,Bing,Lif - Bing,Lif - Term (Desktop),Term - Quotes,+term life insurance ratings,Term,Lif,#VALUE!,"84,449.00",$0.18 ,$0.86 ,199,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,40360954783891,47512111056707,31989849729700,72168880602542,Google,Car - Google,Car - Liability (Mobile),Liability - General,low +liability car insurance,Liability,Car,#NAME?,"43,245.00",$0.07 ,$0.86 ,374,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,51514461446839,87496765417094,84300000516742,28357850208124,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,private +cna classes,CNA,Edu,#NAME?,"32,493.00",$0.40 ,$0.86 ,60,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,79580678203545,58852436677339,77538035473032,3847326410805,Google,Edu - Google,Edu - Dialysis (Mobile),Dialysis - Training,clinical +hemodialysis technician +training,Dialysis,Edu,#NAME?,"58,183.00",$0.08 ,$0.86 ,197,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,24088091566820,48746003819290,66838162292982,61161941311842,Google,Edu - Google,Edu - Homeland.Security (Desktop),Homeland.Security - Certificate,department of +homeland.security certification,Homeland.Security,Edu,#VALUE!,"3,633.00",$0.24 ,$0.86 ,107,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,71014929494597,21900301030119,61682229869673,68879922817853,Google,Edu - Google,Edu - Human.Resources (Desktop),Human.Resources - Courses,+human.resource management in Schools,Human.Resources,Edu,#VALUE!,"28,971.00",$0.41 ,$0.86 ,305,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,16829345530096,16871695814679,39691793031430,16069103085495,Google,Edu - Google,Edu - Medical.Assistant (Mobile),Medical.Assistant - Become,how to +become a +cma,Medical.Assistant,Edu,#NAME?,"12,160.00",$0.14 ,$0.86 ,351,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,61922804904835,12959873563675,84040317686345,77164093648780,Google,Edu - Google,Edu - Medical/Lab (Mobile),Medical/Lab - Certification,+certified +med.tech certification,Medical/Lab,Edu,#NAME?,"42,742.00",$0.30 ,$0.86 ,217,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,39454160680518,73866506031121,71825119400518,6454752126726,Google,Edu - Google,Edu - Medical/Lab (Mobile),Medical/Lab - Programs,+medical.tech certification +Programs,Medical/Lab,Edu,#NAME?,"58,124.00",$0.82 ,$0.86 ,251,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,14022427855684,92044966703443,47091051419100,44333285121040,Google,Edu - Google,Edu - Paralegal (Mobile),Paralegal - Degree,college +paralegal,Paralegal,Edu,#NAME?,"39,402.00",$0.62 ,$0.86 ,488,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,9287920974971,77370487606513,24287541050204,26139848024687,Google,Edu - Google,Edu - Probation (Mobile),Probation - Become,requirements to +become a +probation officer,Probation,Edu,#NAME?,"88,295.00",$0.54 ,$0.86 ,90,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,5657199596966,54593444836547,17788908519428,14558147729594,Google,Edu - Google,Edu - Real.Estate (Desktop),Real.Estate - Courses,+real.estate business course,Real.Estate,Edu,#VALUE!,"32,635.00",$0.76 ,$0.86 ,79,$0.67 ,$0.17 ,0,0,0,0
10/7/2018,,3012269656193,75376004733110,11135281178606,75220063915542,Google,Edu - Google,Edu - Respiratory.Therapist (Desktop),Respiratory.Therapist - Degrees,+respiratory.therapy associates Online program,Respiratory.Therapist,Edu,#VALUE!,"65,492.00",$0.05 ,$0.86 ,148,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,62332504167290,86555071433473,70006523826441,69456993588959,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Become,how to become a +respiratory.therapist assistant,Respiratory.Therapist,Edu,#NAME?,"21,645.00",$0.30 ,$0.86 ,186,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,38346293421849,23371168085895,68134005061784,64463071086433,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Classes,i want to be a +surgical tech,Surgical,Edu,#NAME?,"45,681.00",$0.34 ,$0.86 ,270,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,39761394014592,71649470366955,64038746634318,13437753084373,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Schools,certified +surgical technologist schools online,Surgical,Edu,#NAME?,"29,667.00",$0.14 ,$0.86 ,69,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,53304828912191,33963607117081,81897729226592,28487554698404,Google,Lif - Google,Lif - Children (Mobile),Children - Children,+child insurance plan,Children,Lif,#NAME?,"80,586.00",$0.54 ,$0.86 ,332,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,57426409718697,43743646163360,33381412278896,13221047649564,Bing,Car - Bing,Car - Auto (Desktop),Auto - Online,+automobile insurance +quotes +Online,Auto,Car,#VALUE!,"8,563.00",$0.24 ,$0.85 ,258,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,87041370337729,35454513228155,1795922158758,66259679185044,Bing,Car - Bing,Car - Car (Desktop),Car - Companies,cheapest +car.insurance +companies,Car,Car,#VALUE!,"70,205.00",$0.30 ,$0.85 ,30,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,10917271574763,32689917021332,82671453254283,47706546093308,Bing,Edu - Bing,Edu - CNA (Mobile),CNA - Classes,+CNA Classes in illinois,CNA,Edu,#NAME?,"37,447.00",$0.56 ,$0.85 ,16,$18.15 ,$4.54 ,1,1,2,3
10/7/2018,,16486585044746,32334879994712,71177374160719,23079325062517,Bing,Edu - Bing,Edu - Surgical (Desktop),Surgical - Certification,+certification exam for +surgical tech,Surgical,Edu,#VALUE!,"95,757.00",$0.33 ,$0.85 ,257,$0.67 ,$0.17 ,0,0,0,0
10/7/2018,,33381083087559,57280579092343,21541101038366,66596247374884,Bing,Lif - Bing,Lif - Term (Desktop),Term - Quotes,decreasing +term life insurance,Term,Lif,#VALUE!,"77,197.00",$0.90 ,$0.85 ,182,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,36355865728598,37893205855004,36819991841438,91512460228531,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,+CNA Classes in bay area,CNA,Edu,#NAME?,"27,491.00",$0.73 ,$0.85 ,107,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,64294201043622,49638465252923,73482646282983,66585840915104,Google,Edu - Google,Edu - EKG (Mobile),EKG - Classes,+ekg +training,EKG,Edu,#NAME?,"94,138.00",$0.95 ,$0.85 ,471,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,69791258058322,11927884551545,3779851934759,75517576436619,Google,Edu - Google,Edu - EKG (Mobile),EKG - Schools,+ekg school,EKG,Edu,#NAME?,"42,501.00",$0.13 ,$0.85 ,432,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,14292793906054,25581367095702,89714426045370,88897840098672,Google,Edu - Google,Edu - EMT (Desktop),EMT - Classes,+emt Classes,EMT,Edu,#VALUE!,"71,686.00",$0.51 ,$0.85 ,265,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,12059421148011,29338593847545,20225158777597,73870072610187,Google,Edu - Google,Edu - Homeland.Security (Mobile),Homeland.Security - College,+dhs +training,Homeland.Security,Edu,#NAME?,"97,452.00",$0.68 ,$0.85 ,299,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,16363325587639,45766731060160,87600881904458,25194376122337,Google,Edu - Google,Edu - Human.Resources (Mobile),Human.Resources - Courses,+hr training and development +courses,Human.Resources,Edu,#NAME?,"42,163.00",$0.00 ,$0.85 ,279,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,86148742807186,82823400739486,52813362588384,10987619800098,Google,Edu - Google,Edu - Respiratory.Therapist (Mobile),Respiratory.Therapist - Degrees,+respiratory.therapy +Online bachelor Programs,Respiratory.Therapist,Edu,#NAME?,"85,926.00",$0.44 ,$0.85 ,435,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,34461460948254,76228107714706,16214886471476,16226386652626,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Certification,+certified +surgical technologist certification,Surgical,Edu,#NAME?,"44,685.00",$0.21 ,$0.85 ,487,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,14730058189112,74157290412703,71107566044766,10014372619641,Bing,Edu - Bing,Edu - Phlebotomy (Mobile),Phlebotomy - Training Test,+phlebotomy certification Classes,Phlebotomy,Edu,#NAME?,"77,916.00",$0.86 ,$0.84 ,81,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,89107115312173,16844377190750,27269393302248,44226152921887,Bing,Edu - Bing,Edu - Surgical (Mobile),Surgical - Classes,pre +surgical technology,Surgical,Edu,#NAME?,"97,598.00",$0.41 ,$0.84 ,461,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,83911005455188,4753453599854,91202069183927,86546909139572,Bing,Lif - Bing,Lif - Whole (Desktop),Whole - Quotes,cash value +life insurance policy,Whole,Lif,#VALUE!,"58,990.00",$0.06 ,$0.84 ,314,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,13719908204731,69656140027898,91077991513836,3136516788950,Google,Car - Google,Car - SR-22 (Mobile),SR-22 - General,dui +sr22,SR-22,Car,#NAME?,"55,470.00",$0.12 ,$0.84 ,328,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,60912825762121,52146554500396,12912794868077,66691047021113,Google,Edu - Google,Edu - CNA (Mobile),CNA - Classes,+CNA Classes in tn,CNA,Edu,#NAME?,"1,149.00",$0.20 ,$0.84 ,431,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,91091326134696,4972511244877,18426405461096,70204133934641,Google,Edu - Google,Edu - CNA (Mobile),CNA - Info,free +cna classes in philadelphia pa,CNA,Edu,#NAME?,"37,841.00",$0.04 ,$0.84 ,451,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,5117184131914,56050475189208,77464605064236,32575731975409,Google,Edu - Google,Edu - Dialysis (Desktop),Dialysis - Programs,+dialysis Technician training program,Dialysis,Edu,#VALUE!,"42,567.00",$0.51 ,$0.84 ,348,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,76041714413840,63354858364971,13383448353276,1012135929172,Google,Edu - Google,Edu - Dispatcher (Desktop),Dispatcher - Training,requirements for +dispatcher,Dispatcher,Edu,#VALUE!,"37,206.00",$0.83 ,$0.84 ,341,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,85949606637962,49072842504907,37702719488556,22468781689471,Google,Edu - Google,Edu - EMT (Mobile),EMT - Classes,emt schools online,EMT,Edu,#NAME?,"73,480.00",$0.80 ,$0.84 ,89,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,91875009605474,86007405679794,91620983633266,92227823357623,Google,Edu - Google,Edu - Homeland.Security (Desktop),Homeland.Security - Certificate,+homeland.security +certificate course,Homeland.Security,Edu,#VALUE!,"43,978.00",$0.18 ,$0.84 ,310,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,721147207834,89005233567698,25570787186225,56478725052738,Google,Edu - Google,Edu - Homeland.Security (Desktop),Homeland.Security - College,+homeland.security Programs,Homeland.Security,Edu,#VALUE!,"49,666.00",$0.24 ,$0.84 ,115,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,56719264356275,71510388597654,14163070342115,65645887353610,Google,Edu - Google,Edu - Homeland.Security (Desktop),Homeland.Security - College,department of +homeland.security training courses,Homeland.Security,Edu,#VALUE!,"57,335.00",$0.55 ,$0.84 ,96,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,69501496454529,54583167107201,51941422413665,74632494853035,Google,Edu - Google,Edu - Medical/Lab (Desktop),Medical/Lab - Classes,+medical.technician course,Medical/Lab,Edu,#VALUE!,"67,150.00",$0.27 ,$0.84 ,429,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,42474198835508,25277691469996,43791289519680,90573034719863,Google,Edu - Google,Edu - Police (Mobile),Police - Academy Training,+police +officer Programs,Police,Edu,#NAME?,"94,200.00",$0.21 ,$0.84 ,59,$14.52 ,$3.63 ,1,1,2,2
10/7/2018,,35455487596119,19026450258199,50750367819481,6590805867925,Google,Edu - Google,Edu - Prison (Mobile),Prison - Training,+prison service recruitment,Prison,Edu,#NAME?,"8,865.00",$0.90 ,$0.84 ,366,$0.67 ,$0.17 ,0,0,0,0
10/7/2018,,16780117960672,9328256302764,43696326729132,27834737513433,Google,Edu - Google,Edu - Real.Estate (Mobile),Real.Estate - Schools,+realtor license +school,Real.Estate,Edu,#NAME?,"32,220.00",$0.45 ,$0.84 ,250,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,67052736351137,13708875168730,79419836049584,25002195631368,Google,Edu - Google,Edu - Surgical (Mobile),Surgical - Certification,+scrub tech +certification,Surgical,Edu,#NAME?,"32,160.00",$0.12 ,$0.84 ,317,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,20674747080368,51390226717227,32613186561669,16342976477275,Google,Edu - Google,Edu - Vet.Tech (Desktop),Vet.Tech - Programs,summer +vet.tech programs,Vet.Tech,Edu,#VALUE!,"39,445.00",$0.17 ,$0.84 ,403,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,50421913622202,46352399044053,17966138963257,81232386441783,Bing,Lif - Bing,Lif - Universal (Desktop),Universal - Policy,+universal life,Universal,Lif,#VALUE!,"45,662.00",$0.89 ,$0.83 ,191,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,1693001849126,68081868979949,16589464083415,41978769682229,Google,Car - Google,Car - New.Driver (Mobile),New.Driver - General,best insurance rates for +new.drivers,New.Driver,Car,#NAME?,"63,385.00",$0.87 ,$0.83 ,323,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,35828454122189,61602047260775,35911509947434,26852343611072,Google,Edu - Google,Edu - Border.Patrol (Mobile),Border.Patrol - Training,+border.patrol college,Border.Patrol,Edu,#NAME?,"68,777.00",$0.27 ,$0.83 ,305,$0.00 ,$0.00 ,0,0,0,0
10/7/2018,,92929507581173,81904904085192,79302066968136,2784958400399,Google,Edu - Google,Edu - CNA (Desktop),CNA - Classes,classes for +CNA certification,CNA,Edu,#VALUE!,"99,498.00",$0.10 ,$0.83 ,428,$0.00 ,$0.00 ,0,0,0,0
